Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,Gender,JobLevel,JobRole,MaritalStatus,MonthlyIncome,NumCompaniesWorked,PercentSalaryHike,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,Manager_JobInvolvement,Manager_PerformanceRating,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,Average_Daily_Work_Hours,Average_Monthly_Hours,Annual_Total_Work_Hours,free_days,Overtime_Workers
53.0,No,Travel_Rarely,Sales,6,3,Marketing,Male,4,Sales Executive,Married,23250,7.0,18,8,1,35.0,1,5,0,4,4,3,1.0,4.0,3.0,9.450574712643675,205.54999999999998,2476.0505747126426,23,true
45.0,No,Travel_Rarely,Research & Development,1,5,Technical Degree,Male,2,Healthcare Representative,Divorced,20880,4.0,15,8,3,18.0,2,5,0,2,3,3,4.0,1.0,3.0,7.41793103448276,161.34,1943.4979310344831,33,false
32.0,No,Travel_Rarely,Sales,10,3,Marketing,Female,1,Human Resources,Married,30720,5.0,12,8,0,9.0,4,5,1,3,1,3,3.0,3.0,2.0,6.125593869731805,133.23166666666665,1604.905593869733,20,false
52.0,No,Travel_Frequently,Research & Development,1,1,Life Sciences,Male,2,Laboratory Technician,Married,50060,3.0,16,8,1,31.0,2,9,0,0,3,3,3.0,4.0,3.0,6.867432950191573,149.36666666666665,1799.2674329501924,26,false
37.0,No,Travel_Rarely,Sales,24,2,Life Sciences,Female,4,Laboratory Technician,Divorced,42570,4.0,15,8,0,9.0,2,1,0,0,3,3,4.0,3.0,3.0,5.658888888888883,123.08083333333333,1482.6288888888873,19,false
28.0,No,Travel_Rarely,Research & Development,21,4,Life Sciences,Female,1,Healthcare Representative,Divorced,25000,1.0,16,8,2,6.0,3,5,0,4,3,3,2.0,4.0,3.0,5.856475095785439,127.37833333333333,1534.396475095785,18,false
22.0,No,Travel_Rarely,Research & Development,2,2,Life Sciences,Male,1,Sales Representative,Married,11020,6.0,19,8,0,4.0,3,2,2,2,2,3,4.0,4.0,1.0,5.6047126436781625,121.90249999999999,1468.4347126436785,35,false
44.0,No,Travel_Rarely,Research & Development,22,3,Medical,Female,1,Laboratory Technician,Married,104530,2.0,11,8,1,10.0,2,3,0,2,3,3,1.0,4.0,2.0,10.402605363984684,226.25666666666666,2725.4826053639867,14,true
42.0,No,Travel_Frequently,Sales,13,4,Life Sciences,Female,2,Laboratory Technician,Single,22880,5.0,16,8,1,8.0,4,2,2,2,2,3,2.0,4.0,3.0,7.453218390804601,162.1075,1952.7432183908054,18,false
36.0,No,Travel_Rarely,Research & Development,14,3,Other,Male,2,Research Scientist,Married,39290,0.0,24,8,0,6.0,6,5,0,3,2,4,1.0,1.0,3.0,6.789233716475093,147.66583333333332,1778.7792337164744,28,false
25.0,No,Travel_Rarely,Sales,11,3,Life Sciences,Female,1,Laboratory Technician,Married,23110,1.0,11,8,1,5.0,2,5,0,3,3,3,3.0,1.0,3.0,9.40061302681993,204.46333333333334,2462.960613026821,25,true
35.0,No,Travel_Rarely,Research & Development,9,2,Life Sciences,Female,1,Healthcare Representative,Married,31400,1.0,13,8,1,17.0,2,17,5,15,2,3,4.0,3.0,3.0,7.802605363984679,169.70666666666668,2044.2826053639858,29,false
35.0,Yes,Travel_Frequently,Sales,8,2,Marketing,Female,1,Laboratory Technician,Divorced,36900,1.0,13,8,1,10.0,2,10,7,8,4,3,4.0,2.0,3.0,9.096206896551724,197.8425,2383.206206896552,23,true
32.0,No,Non-Travel,Research & Development,21,3,Life Sciences,Male,1,Sales Executive,Divorced,44500,0.0,13,8,0,4.0,3,3,0,2,3,3,4.0,4.0,3.0,6.869540229885057,149.4125,1799.8195402298852,34,false
25.0,No,Travel_Rarely,Sales,5,3,Marketing,Female,4,Research Scientist,Married,27560,1.0,12,8,2,5.0,2,5,0,3,3,3,3.0,1.0,4.0,7.007318007662832,152.40916666666666,1835.917318007662,26,false
49.0,No,Travel_Rarely,Sales,9,3,Technical Degree,Female,2,Sales Representative,Married,190330,2.0,18,8,1,7.0,5,4,0,2,3,3,3.0,1.0,3.0,6.797509578544062,147.84583333333333,1780.9475095785444,25,false
24.0,No,Non-Travel,Research & Development,2,5,Technical Degree,Male,2,Healthcare Representative,Married,187220,0.0,22,8,1,6.0,3,5,3,4,3,4,1.0,4.0,2.0,6.836053639846746,148.68416666666667,1791.0460536398475,26,false
32.0,No,Travel_Frequently,Research & Development,12,5,Medical,Male,1,Research Scientist,Married,95470,1.0,13,8,1,10.0,3,10,5,3,2,3,2.0,2.0,3.0,6.192030651340999,134.67666666666665,1622.3120306513417,24,false
38.0,No,Travel_Rarely,Sales,22,2,Medical,Male,1,Sales Executive,Married,137340,0.0,13,8,0,3.0,3,2,1,2,4,3,2.0,2.0,3.0,6.432567049808431,139.90833333333333,1685.332567049809,19,false
42.0,No,Travel_Rarely,Research & Development,18,1,Technical Degree,Female,2,Research Scientist,Married,199990,2.0,23,8,1,17.0,6,5,1,3,3,4,3.0,4.0,2.0,8.716628352490421,189.58666666666667,2283.75662835249,24,true
31.0,No,Travel_Rarely,Research & Development,16,3,Life Sciences,Female,3,Sales Executive,Married,22790,3.0,12,8,1,8.0,3,6,0,2,3,3,4.0,4.0,3.0,8.897279693486588,193.51583333333335,2331.0872796934864,31,true
29.0,Yes,Travel_Rarely,Sales,3,3,Marketing,Male,3,Laboratory Technician,Divorced,59160,6.0,12,8,0,5.0,2,3,0,2,3,3,2.0,3.0,3.0,8.867509578544059,192.86833333333334,2323.287509578544,15,true
53.0,No,Travel_Rarely,Research & Development,9,3,Life Sciences,Male,1,Sales Representative,Married,20890,5.0,16,8,0,28.0,2,2,2,2,2,3,1.0,4.0,3.0,5.552567049808427,120.76833333333333,1454.772567049808,35,false
35.0,No,Travel_Rarely,Research & Development,1,3,Life Sciences,Male,3,Healthcare Representative,Married,167920,3.0,12,8,1,16.0,3,13,4,8,4,3,4.0,2.0,3.0,6.601149425287355,143.57500000000002,1729.501149425287,19,false
37.0,No,Travel_Frequently,Research & Development,13,4,Life Sciences,Female,3,Human Resources,Married,35640,5.0,11,8,0,10.0,1,5,0,0,1,3,3.0,4.0,3.0,6.862222222222218,149.25333333333333,1797.902222222221,19,false
53.0,No,Travel_Rarely,Research & Development,1,1,Medical,Male,1,Sales Executive,Single,44250,6.0,22,8,1,33.0,2,12,3,8,4,4,4.0,4.0,3.0,6.182720306513411,134.47416666666666,1619.8727203065137,20,false
43.0,No,Travel_Frequently,Research & Development,1,3,Medical,Male,1,Laboratory Technician,Married,52650,4.0,11,8,1,12.0,4,5,2,2,3,3,4.0,4.0,2.0,6.763218390804597,147.1,1771.9632183908045,30,false
47.0,No,Travel_Rarely,Sales,15,4,Marketing,Female,3,Research Director,Married,65530,0.0,15,8,0,8.0,2,7,7,7,3,3,3.0,4.0,3.0,9.449540229885052,205.5275,2475.7795402298834,30,true
37.0,No,Non-Travel,Research & Development,1,5,Medical,Female,2,Research Scientist,Single,62610,1.0,12,8,0,10.0,1,10,0,9,3,3,1.0,2.0,3.0,7.578199233716471,164.82583333333335,1985.4881992337155,22,false
50.0,No,Non-Travel,Research & Development,17,3,Medical,Female,1,Laboratory Technician,Divorced,42980,1.0,20,8,1,31.0,6,31,14,7,3,4,1.0,1.0,3.0,5.701685823754792,124.01166666666667,1493.8416858237554,35,false
39.0,No,Travel_Rarely,Research & Development,1,3,Other,Female,3,Human Resources,Married,68040,8.0,14,8,1,13.0,3,5,0,4,2,3,4.0,4.0,3.0,6.2908429118773945,136.82583333333335,1648.2008429118775,24,false
33.0,No,Travel_Rarely,Sales,7,3,Life Sciences,Male,2,Manufacturing Director,Divorced,38150,3.0,11,8,1,7.0,3,4,0,3,3,3,4.0,2.0,4.0,8.70436781609196,189.32000000000002,2280.5443678160937,20,true
32.0,Yes,Travel_Rarely,Research & Development,9,1,Medical,Female,1,Laboratory Technician,Single,27410,1.0,15,8,1,1.0,5,1,0,1,2,3,1.0,4.0,1.0,8.925632183908048,194.13250000000002,2338.5156321839086,28,true
29.0,No,Travel_Rarely,Research & Development,5,4,Life Sciences,Female,4,Healthcare Representative,Divorced,66730,6.0,12,8,1,8.0,2,4,0,3,4,3,1.0,4.0,3.0,5.954521072796932,129.51083333333335,1560.0845210727962,18,false
44.0,No,Travel_Rarely,Research & Development,26,2,Life Sciences,Male,2,Manufacturing Director,Married,76390,1.0,14,8,0,8.0,6,8,7,1,3,3,2.0,1.0,3.0,8.725593869731805,189.78166666666667,2286.1055938697327,29,true
28.0,No,Travel_Rarely,Sales,24,5,Life Sciences,Female,1,Research Scientist,Single,23280,1.0,11,8,2,4.0,3,4,0,2,3,3,1.0,4.0,3.0,5.690383141762453,123.76583333333333,1490.8803831417626,30,false
58.0,Yes,Travel_Frequently,Sales,9,2,Technical Degree,Male,1,Sales Executive,Divorced,21530,9.0,11,8,0,3.0,3,1,0,0,3,3,4.0,4.0,2.0,9.617892720306509,209.18916666666667,2519.8878927203054,22,true
43.0,No,Travel_Rarely,Sales,7,4,Marketing,Male,2,Sales Executive,Divorced,48760,4.0,16,8,2,4.0,4,1,0,0,3,3,1.0,2.0,4.0,6.072605363984672,132.07916666666665,1591.022605363984,21,false
20.0,Yes,Travel_Rarely,Research & Development,11,3,Medical,Male,2,Sales Executive,Single,93960,1.0,12,8,0,2.0,6,2,0,2,1,3,3.0,3.0,2.0,6.611149425287356,143.7925,1732.121149425287,19,false
21.0,Yes,Travel_Rarely,Research & Development,1,3,Medical,Male,2,Sales Executive,Single,104000,1.0,13,8,1,1.0,2,1,0,0,3,3,4.0,4.0,2.0,6.95582375478927,151.28916666666666,1822.4258237547886,32,false
36.0,No,Travel_Rarely,Research & Development,26,4,Medical,Male,1,Laboratory Technician,Married,84740,0.0,14,8,0,17.0,3,16,4,11,3,3,3.0,4.0,2.0,9.132298850574706,198.62750000000003,2392.6622988505733,29,true
47.0,No,Travel_Rarely,Research & Development,2,3,Life Sciences,Male,2,Manufacturing Director,Single,99810,1.0,21,8,1,3.0,3,3,1,2,3,4,4.0,4.0,2.0,7.961340996168582,173.15916666666666,2085.8713409961683,16,false
22.0,Yes,Travel_Rarely,Research & Development,15,4,Life Sciences,Female,1,Laboratory Technician,Married,124900,0.0,13,8,0,4.0,3,3,0,2,3,3,2.0,3.0,4.0,8.987586206896555,195.48000000000002,2354.7475862068977,22,true
41.0,Yes,Travel_Rarely,Research & Development,23,3,Life Sciences,Female,2,Sales Executive,Divorced,26570,4.0,11,8,0,10.0,3,7,1,0,4,3,2.0,4.0,2.0,9.327662835249042,202.87666666666667,2443.847662835249,28,true
28.0,No,Travel_Rarely,Research & Development,10,3,Life Sciences,Female,3,Manager,Divorced,135910,5.0,20,8,1,6.0,2,2,2,2,3,4,3.0,3.0,3.0,7.180536398467428,156.17666666666668,1881.3005363984662,17,false
39.0,Yes,Travel_Rarely,Research & Development,10,4,Life Sciences,Female,4,Human Resources,Married,66960,7.0,11,8,0,8.0,3,2,2,2,3,3,4.0,1.0,1.0,9.87283524904214,214.73416666666665,2586.6828352490406,20,true
27.0,No,Travel_Rarely,Research & Development,1,3,Medical,Male,1,Research Scientist,Single,20580,1.0,14,8,1,1.0,5,1,0,0,3,3,2.0,3.0,3.0,6.725517241379308,146.28,1762.0855172413785,33,false
34.0,No,Travel_Rarely,Research & Development,12,2,Technical Degree,Male,2,Human Resources,Divorced,88650,1.0,11,8,1,1.0,0,1,1,0,3,3,2.0,2.0,3.0,6.834597701149425,148.6525,1790.6645977011494,29,false
42.0,No,Travel_Rarely,Sales,11,1,Technical Degree,Male,2,Human Resources,Single,59400,7.0,16,8,0,10.0,2,5,0,3,2,3,3.0,3.0,3.0,6.058314176245209,131.76833333333335,1587.2783141762447,33,false
33.0,No,Travel_Rarely,Sales,2,3,Marketing,Female,1,Sales Executive,Single,59140,3.0,16,8,1,6.0,4,3,0,2,3,3,3.0,1.0,3.0,9.802681992337158,213.20833333333334,2568.3026819923352,18,true
58.0,No,Travel_Rarely,Research & Development,2,4,Life Sciences,Male,1,Research Scientist,Divorced,26220,2.0,23,8,0,24.0,3,6,0,4,3,4,3.0,2.0,3.0,7.42049808429119,161.39583333333334,1944.170498084292,27,false
31.0,No,Travel_Rarely,Sales,1,3,Life Sciences,Female,1,Sales Representative,Married,121850,3.0,14,8,0,13.0,2,7,5,2,3,3,2.0,3.0,4.0,5.415593869731804,117.78916666666667,1418.8855938697327,30,false
35.0,No,Travel_Rarely,Research & Development,2,1,Life Sciences,Male,3,Healthcare Representative,Married,106090,1.0,22,8,0,10.0,3,10,0,7,3,4,4.0,4.0,1.0,9.796666666666663,213.07750000000001,2566.7266666666656,15,true
49.0,No,Travel_Rarely,Research & Development,25,2,Life Sciences,Female,2,Sales Executive,Married,43450,4.0,15,8,0,29.0,3,26,1,7,2,3,1.0,2.0,2.0,6.132030651341,133.37166666666667,1606.592030651342,32,false
48.0,No,Travel_Rarely,Research & Development,1,4,Medical,Male,1,Research Scientist,Married,21770,4.0,18,8,0,13.0,4,0,0,0,3,3,4.0,3.0,2.0,5.980153256704982,130.06833333333333,1566.8001532567055,28,false
31.0,No,Non-Travel,Research & Development,1,2,Technical Degree,Female,2,Sales Executive,Married,27930,1.0,16,8,0,9.0,4,9,0,0,3,3,4.0,3.0,2.0,6.4606896551724144,140.52,1692.7006896551727,23,false
36.0,No,Travel_Rarely,Human Resources,2,4,Technical Degree,Male,1,Sales Executive,Single,79180,2.0,12,8,2,8.0,3,6,0,1,2,3,2.0,4.0,3.0,5.918467432950193,128.72666666666666,1550.6384674329504,24,false
38.0,No,Travel_Rarely,Sales,6,3,Other,Male,2,Sales Executive,Married,87890,1.0,11,8,3,15.0,4,15,5,11,3,3,4.0,1.0,3.0,6.447969348659003,140.24333333333334,1689.3679693486586,24,false
32.0,No,Non-Travel,Sales,18,3,Marketing,Male,1,Laboratory Technician,Married,23890,6.0,12,8,1,5.0,4,3,0,2,2,3,3.0,2.0,3.0,6.58314176245211,143.18333333333334,1724.783141762453,20,false
25.0,Yes,Travel_Rarely,Research & Development,1,2,Life Sciences,Male,1,Sales Executive,Married,32120,1.0,15,8,1,1.0,3,1,0,0,2,3,3.0,2.0,3.0,7.858045977011495,170.9125,2058.8080459770117,30,false
40.0,No,Travel_Rarely,Research & Development,1,4,Medical,Male,2,Research Scientist,Divorced,192320,2.0,14,8,1,11.0,3,1,0,0,3,3,1.0,2.0,2.0,5.416704980842913,117.81333333333333,1419.1767049808432,31,false
26.0,No,Travel_Frequently,Sales,11,3,Marketing,Male,2,Healthcare Representative,Single,22670,1.0,19,8,3,7.0,2,7,0,7,2,3,3.0,1.0,3.0,6.859157088122605,149.18666666666667,1797.0991570881224,26,false
41.0,No,Travel_Rarely,Research & Development,1,4,Medical,Male,1,Research Scientist,Single,195170,2.0,13,8,0,20.0,5,18,2,17,3,3,4.0,1.0,3.0,9.493869731800764,206.49166666666667,2487.3938697318004,29,true
36.0,No,Travel_Rarely,Research & Development,9,3,Life Sciences,Female,2,Healthcare Representative,Single,24360,4.0,13,8,0,16.0,3,11,3,9,1,3,3.0,3.0,3.0,6.232337164750959,135.55333333333334,1632.8723371647513,32,false
19.0,Yes,Travel_Rarely,Research & Development,15,3,Life Sciences,Male,2,Research Scientist,Single,160640,1.0,15,8,1,1.0,3,1,0,0,3,3,4.0,2.0,4.0,9.587969348659012,208.53833333333333,2512.0479693486614,25,true
20.0,Yes,Travel_Rarely,Research & Development,29,3,Life Sciences,Female,3,Laboratory Technician,Single,27070,1.0,11,8,0,1.0,2,1,0,0,3,3,1.0,1.0,3.0,5.467701149425286,118.9225,1432.537701149425,28,false
31.0,No,Travel_Rarely,Research & Development,1,4,Life Sciences,Male,4,Research Director,Married,190680,0.0,12,8,0,10.0,1,9,8,5,3,3,4.0,4.0,1.0,7.452950191570887,162.10166666666666,1952.6729501915722,27,false
40.0,No,Travel_Frequently,Sales,1,3,Marketing,Male,1,Research Scientist,Divorced,39310,8.0,19,8,0,3.0,2,1,0,0,2,3,4.0,2.0,3.0,7.312605363984676,159.04916666666668,1915.902605363985,25,false
32.0,No,Travel_Rarely,Research & Development,24,3,Life Sciences,Male,4,Laboratory Technician,Married,37300,1.0,25,8,1,8.0,4,8,6,3,3,4,3.0,1.0,4.0,7.189999999999997,156.3825,1883.7799999999993,23,false
36.0,Yes,Travel_Rarely,Research & Development,10,3,Medical,Male,3,Sales Executive,Married,22320,1.0,12,8,1,16.0,2,16,3,7,3,3,3.0,4.0,3.0,9.01019157088123,195.97166666666666,2360.670191570882,21,true
33.0,No,Travel_Rarely,Research & Development,1,4,Medical,Female,4,Manufacturing Director,Single,44650,0.0,13,8,0,6.0,3,5,1,4,3,3,2.0,4.0,3.0,5.540344827586208,120.5025,1451.5703448275865,21,false
37.0,Yes,Travel_Rarely,Sales,10,4,Marketing,Female,3,Human Resources,Married,30720,5.0,14,8,0,17.0,3,14,11,7,2,3,1.0,3.0,1.0,5.460191570881228,118.75916666666666,1430.5701915708817,34,false
45.0,No,Non-Travel,Research & Development,8,1,Life Sciences,Male,2,Sales Executive,Married,33190,1.0,12,8,1,9.0,3,9,0,8,3,3,3.0,2.0,2.0,5.761379310344827,125.31,1509.4813793103447,21,false
29.0,No,Travel_Frequently,Research & Development,29,1,Life Sciences,Male,1,Sales Representative,Married,192020,1.0,12,8,0,3.0,5,3,0,2,3,3,3.0,3.0,3.0,7.170306513409963,155.95416666666668,1878.6203065134102,15,false
35.0,No,Travel_Rarely,Human Resources,1,3,Human Resources,Male,3,Laboratory Technician,Married,136750,1.0,15,8,3,5.0,5,5,1,0,2,3,3.0,3.0,3.0,5.628390804597702,122.4175,1474.638390804598,30,false
52.0,No,Travel_Rarely,Research & Development,5,4,Other,Male,1,Laboratory Technician,Married,29110,2.0,17,8,2,26.0,3,9,7,8,3,3,4.0,4.0,3.0,6.56551724137931,142.79999999999998,1720.1655172413791,17,false
58.0,Yes,Travel_Rarely,Sales,9,2,Medical,Female,4,Sales Executive,Single,59570,4.0,14,8,1,7.0,2,1,0,0,1,3,4.0,3.0,3.0,7.004904214559387,152.35666666666665,1835.2849042145594,18,false
53.0,No,Travel_Rarely,Research & Development,9,3,Technical Degree,Male,1,Manager,Divorced,39200,6.0,16,8,1,22.0,3,17,15,2,3,3,3.0,3.0,4.0,5.70934865900383,124.17833333333334,1495.8493486590032,32,false
30.0,No,Travel_Rarely,Sales,3,4,Marketing,Male,1,Sales Executive,Divorced,64340,5.0,14,8,1,10.0,3,8,7,7,2,3,3.0,3.0,4.0,7.4272413793103365,161.5425,1945.937241379308,19,false
38.0,No,Non-Travel,Sales,4,3,Life Sciences,Male,2,Research Director,Single,100480,1.0,23,8,1,6.0,2,5,1,3,3,4,3.0,4.0,3.0,7.485977011494251,162.82,1961.3259770114937,20,false
35.0,No,Travel_Rarely,Sales,1,2,Life Sciences,Female,2,Healthcare Representative,Divorced,109380,6.0,14,8,2,12.0,2,10,0,8,1,3,4.0,4.0,3.0,6.340996168582373,137.91666666666666,1661.3409961685818,34,false
39.0,No,Travel_Rarely,Sales,1,1,Marketing,Male,2,Research Scientist,Single,23400,0.0,11,8,1,9.0,2,8,0,7,2,3,1.0,3.0,3.0,5.849540229885063,127.2275,1532.5795402298863,27,false
40.0,Yes,Non-Travel,Research & Development,2,4,Life Sciences,Male,1,Human Resources,Single,65450,4.0,15,8,0,22.0,2,1,0,0,3,3,2.0,2.0,2.0,8.405402298850568,182.8175,2202.215402298849,30,true
47.0,No,Travel_Frequently,Research & Development,7,4,Life Sciences,Male,3,Sales Executive,Divorced,69310,1.0,11,8,0,20.0,3,19,2,7,3,3,3.0,3.0,4.0,9.25980842911878,201.40083333333334,2426.0698084291203,22,true
36.0,No,Non-Travel,Sales,28,1,Life Sciences,Male,2,Research Scientist,Divorced,48980,4.0,13,8,1,12.0,3,7,0,7,3,3,1.0,4.0,3.0,6.271034482758624,136.395,1643.0110344827594,19,false
31.0,Yes,Non-Travel,Research & Development,28,4,Medical,Male,2,Research Scientist,Single,25930,0.0,21,8,0,4.0,2,3,1,2,3,4,3.0,1.0,3.0,7.411954022988506,161.21,1941.9319540229885,25,false
33.0,No,Non-Travel,Sales,15,3,Other,Male,4,Research Director,Single,194360,1.0,19,8,2,10.0,4,10,6,0,3,3,4.0,3.0,3.0,7.034674329501915,153.00416666666666,1843.084674329502,29,false
29.0,Yes,Travel_Rarely,Human Resources,3,5,Life Sciences,Male,1,Sales Executive,Single,27230,6.0,11,8,1,3.0,2,0,0,0,2,3,4.0,1.0,3.0,9.706896551724139,211.125,2543.2068965517246,15,true
33.0,No,Travel_Rarely,Research & Development,2,2,Technical Degree,Male,2,Laboratory Technician,Single,34790,3.0,12,8,0,5.0,3,3,0,2,3,3,2.0,4.0,3.0,6.652567049808427,144.69333333333333,1742.9725670498078,30,false
45.0,No,Travel_Rarely,Research & Development,26,1,Medical,Female,3,Healthcare Representative,Divorced,27940,3.0,19,8,1,8.0,2,5,0,2,3,3,4.0,4.0,3.0,6.086973180076627,132.39166666666668,1594.7869731800763,34,false
50.0,No,Travel_Rarely,Sales,10,1,Life Sciences,Female,1,Manufacturing Director,Divorced,52490,9.0,21,8,2,32.0,2,5,1,3,2,4,4.0,4.0,2.0,6.630498084291185,144.21333333333334,1737.1904980842905,27,false
33.0,No,Travel_Frequently,Sales,1,3,Marketing,Male,2,Human Resources,Married,21760,1.0,14,8,1,6.0,2,6,1,2,2,3,3.0,2.0,3.0,8.32157088122605,180.99416666666664,2180.251570881225,19,true
41.0,No,Travel_Frequently,Sales,11,3,Other,Male,1,Laboratory Technician,Divorced,168720,2.0,15,8,1,21.0,2,18,0,11,3,3,1.0,3.0,4.0,6.922681992337167,150.56833333333336,1813.7426819923378,32,false
27.0,No,Travel_Rarely,Research & Development,20,4,Other,Male,2,Manufacturing Director,Married,34850,9.0,17,8,2,4.0,2,2,2,2,3,3,3.0,2.0,3.0,6.630536398467436,144.21416666666667,1737.2005363984683,17,false
45.0,No,Non-Travel,Sales,2,3,Medical,Female,1,Sales Executive,Married,66440,1.0,12,8,0,9.0,3,9,0,8,4,3,4.0,1.0,3.0,8.12528735632184,176.725,2128.825287356322,17,true
47.0,No,Travel_Rarely,Sales,18,4,Medical,Female,2,Research Scientist,Single,55820,1.0,16,8,0,9.0,3,9,0,7,3,3,4.0,4.0,3.0,7.370957854406129,160.31833333333333,1931.1909578544055,21,false
30.0,Yes,Travel_Rarely,Sales,2,3,Life Sciences,Male,2,Healthcare Representative,Married,40000,4.0,12,8,0,7.0,5,5,0,1,2,3,1.0,3.0,3.0,9.323716475095788,202.79083333333332,2442.8137164750965,29,true
50.0,No,Travel_Rarely,Research & Development,1,3,Technical Degree,Female,2,Sales Executive,Married,134960,3.0,18,8,1,22.0,3,12,1,5,3,3,4.0,3.0,3.0,8.80157088122605,191.43416666666667,2306.011570881225,19,true
38.0,No,Travel_Frequently,Research & Development,13,3,Technical Degree,Male,1,Manufacturing Director,Married,32100,0.0,17,8,2,3.0,5,2,0,2,2,3,3.0,3.0,2.0,6.813486590038317,148.19333333333336,1785.1334865900392,30,false
46.0,No,Travel_Rarely,Research & Development,28,3,Medical,Female,3,Human Resources,Divorced,190450,6.0,11,8,3,13.0,2,8,0,7,3,3,4.0,3.0,3.0,6.459233716475094,140.48833333333334,1692.3192337164746,17,false
24.0,No,Travel_Rarely,Sales,28,3,Life Sciences,Female,1,Healthcare Representative,Divorced,118490,1.0,16,8,1,5.0,3,4,3,2,3,3,4.0,3.0,3.0,5.949501915708814,129.40166666666667,1558.7695019157095,24,false
35.0,Yes,Travel_Rarely,Sales,24,3,Medical,Male,3,Healthcare Representative,Divorced,20700,1.0,13,8,3,5.0,1,4,0,2,2,3,3.0,2.0,1.0,8.795095785440607,191.29333333333332,2304.3150957854386,15,true
31.0,No,Travel_Frequently,Research & Development,5,2,Technical Degree,Male,2,Sales Executive,Married,65020,1.0,12,8,0,4.0,3,4,0,3,3,3,3.0,1.0,3.0,5.696015325670495,123.88833333333332,1492.3560153256697,24,false
18.0,No,Non-Travel,Sales,5,4,Other,Male,2,Manager,Single,32300,1.0,12,8,1,0.0,3,0,0,0,3,3,2.0,4.0,3.0,5.522567049808431,120.11583333333333,1446.9125670498088,33,false
54.0,No,Travel_Rarely,Sales,23,3,Medical,Female,1,Laboratory Technician,Married,136030,8.0,13,8,1,22.0,2,10,0,8,3,3,3.0,3.0,3.0,6.0183524904214565,130.89916666666667,1576.8083524904216,23,false
35.0,No,Travel_Rarely,Research & Development,6,4,Medical,Female,1,Manufacturing Director,Divorced,119960,1.0,19,8,2,16.0,3,16,10,1,3,3,3.0,3.0,2.0,8.826551724137925,191.9775,2312.5565517241366,21,true
30.0,No,Travel_Rarely,Research & Development,4,3,Life Sciences,Female,5,Healthcare Representative,Married,56050,0.0,12,8,1,9.0,0,8,1,7,2,3,2.0,1.0,2.0,9.441034482758619,205.3425,2473.5510344827585,17,true
20.0,Yes,Travel_Rarely,Research & Development,2,2,Life Sciences,Female,2,Research Scientist,Single,63970,1.0,17,8,1,1.0,3,1,0,0,3,3,4.0,1.0,3.0,7.29256704980843,158.61333333333334,1910.6525670498088,32,false
30.0,Yes,Travel_Frequently,Research & Development,8,4,Medical,Male,1,Sales Executive,Single,191440,0.0,11,8,0,4.0,3,3,1,2,3,3,2.0,2.0,3.0,7.042068965517247,153.165,1845.0220689655187,19,false
26.0,No,Travel_Rarely,Sales,1,3,Marketing,Female,2,Research Scientist,Married,175840,1.0,20,8,0,8.0,2,8,1,3,3,4,4.0,4.0,3.0,7.088045977011493,154.165,1857.0680459770113,28,false
22.0,No,Travel_Rarely,Research & Development,8,3,Other,Male,2,Sales Representative,Married,49070,1.0,21,8,1,4.0,2,4,1,1,3,4,2.0,1.0,2.0,6.490536398467428,141.16916666666665,1700.520536398466,29,false
48.0,No,Travel_Rarely,Human Resources,2,4,Medical,Male,2,Sales Executive,Single,45540,2.0,11,8,2,19.0,3,2,2,2,3,3,1.0,3.0,3.0,7.220000000000004,157.035,1891.640000000001,26,false
48.0,No,Travel_Rarely,Sales,3,3,Medical,Male,1,Research Director,Single,54150,7.0,11,8,1,27.0,1,15,4,8,3,3,3.0,3.0,3.0,5.729195402298849,124.61,1501.0491954022987,31,false
41.0,No,Travel_Rarely,Research & Development,2,3,Life Sciences,Male,2,Research Scientist,Single,47410,6.0,16,8,0,8.0,3,2,2,1,3,3,4.0,3.0,3.0,6.461954022988504,140.54749999999999,1693.031954022988,17,false
39.0,No,Travel_Rarely,Sales,2,3,Life Sciences,Male,3,Human Resources,Married,21150,1.0,18,8,0,21.0,3,21,11,8,4,3,4.0,4.0,3.0,6.660766283524909,144.87166666666667,1745.120766283526,16,false
27.0,No,Travel_Rarely,Research & Development,3,3,Life Sciences,Male,2,Human Resources,Married,31610,0.0,13,8,2,4.0,0,3,2,2,3,3,1.0,4.0,3.0,6.71153256704981,145.97583333333333,1758.42153256705,21,false
35.0,No,Travel_Rarely,Sales,24,3,Medical,Male,5,Sales Executive,Divorced,57450,1.0,17,8,3,3.0,4,3,1,2,3,3,2.0,4.0,2.0,6.189195402298854,134.615,1621.5691954022996,28,false
42.0,No,Travel_Rarely,Research & Development,23,4,Other,Male,1,Research Scientist,Married,23730,6.0,14,8,1,21.0,3,1,0,0,4,3,4.0,3.0,3.0,7.149195402298856,155.495,1873.0891954023002,28,false
50.0,No,Travel_Rarely,Sales,27,3,Medical,Male,2,Sales Executive,Married,33100,4.0,22,8,1,8.0,3,1,0,0,4,4,1.0,4.0,3.0,5.448007662835246,118.49416666666667,1427.3780076628343,31,false
